,company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431987,社会福祉法人　諭心会豊中千寿園社会福祉,,06-6857-0886,大阪府豊中市東豊中町6-10-47,https://toyonaka-senjyuen.com/,,,SOUND（介護）,,,560-0003,,,介護,通所リハビリテーション,,,,,,,,,,,,,,,
145053,社会福祉法人　豊住福祉会　ケアハウスファイン,,055-227-6211,山梨県甲府市国母3-4-22,https://jp.indeed.com/rc/clk?jk=8fd830657be84aac&fccid=87f947c7a5db4193&vjs=3,,介護職員[ファインデイサービスセンター],さくら（介護）,,,400-0043,,,,,,,,,,,,,,,,,,,
803551,社会福祉法人　長和福祉会　介護老人保健施設こころ上牧,,078-321-6688,兵庫県神戸市中央区海岸通8番地神港ビル7階, https://chowafukushikai.jp/index.html,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lc19e76b49ea6aae75fa7b23111263784&p=t%2BAK7k0GmMUr0ZRss/MBm61oo8%2BBRKBQfYbyYtH0po7meQdgvkMnLTahwMUTHkKIWoDMbLVva9nExYuZrGGsnAOSwLbPuGQPiLb3ZUEps4nRj9re3rHINfJdI5FDt51YNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINnYa4Btr4ujB/828vZScgvAkUgc0MGN4q22hIRYOcow51c4nUiLnykUxIU/%2BXiqRso7NPKvu1lLeG38Te7I7wXLgMOauR7NY4g1QPqhBqsS9%2Bh9xUGaeQsr8BAQgxQ8Oz9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3H97zHw9ND2znwgxjTdObT0Nv6W5AexoctHT8d0Yh7jkp/iY6rmMEQ4YwvXCy1MtmDDo/UQT6f/MCPItBQJ4a%2BjZw5Gq695eIABDw37UYlsgVwwyQVNt5j0HZf4qKNctKbc3tMY%2BzqPKShX/kxw9sggT12cfxpPEdXWHb40bPYUqw%3D&ph=db1dafefb121&phv=1,介護職員／初任者研修／介護老人保健施設／デイサービス／日勤・夜勤両方,ニューアース（介護）, , ,,,,介護,介護老人保健施設,,,,正社員,,,,,,,,,,,
931370,社会福祉法人　障害者支援施設ハピネスさつま,,079-453-1177,兵庫県加古川市志方町大澤８４７−３５,https://happiness-satsuma.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l2816d7453280bede1360c5909db17c53&p=t%2BAK7k0GmMUr0ZRss/MBmwW6HbtEgHxRJz%2BRdTjYVc2%2BmPKm1/tP98OEGkXN04uZOtcxVe9eLRziS4fEmdN6Yw%2Bf6DkuB%2BuBT466X1tsR7PXRtN3RrjQtMCWi%2Bxc87Pefoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguQhFxR1zZ8ZPxALN8u2m8SY/1%2BhjlqdXWuX/emoA/qy76nO9cKLwcDVv%2BJj0OB26sngo5QUX35eku9c5n5MOEM3vXOitGkTKobmSILXL1Q7MgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbw3s5LD%2BRXNPZ0diMF6Sv%2BFNy/t%2BX/kvl8q9Jei5CfMDH0mVUz6Pud%2BFfsf%2BoMk6WtTK8nZ5WXwoW/zx8/L5P/ji39LyV1FLwFJk8pGzvPDMmQEaQPCxCP13X7LKPSLUA&ph=19b94a101d9e&phv=1,介護職員／実務者研修／日勤・夜勤両方,ニューアース（介護）, , ,,,,介護,介護,,,,正社員,,,,,,,,,,,
145205,社会福祉法人　雄仁会　介護老人保健施設のむぎ,,0263-92-7870,長野県松本市波田 ９８０２－１,https://jp.indeed.com/rc/clk?jk=05d058c795a6deea&fccid=5ff4f217f73bd0bc&vjs=3,https://nomugi.jp/,,さくら（介護）,,小澤基一,390-1401,62,,,,,,,,,,,,,,,,,,
771928,社会福祉法人　顕真福祉会　障害者支援施設白藤園,,099-384-2214,鹿児島県南九州市知覧町東別府６０５１, https://shirafuji.sakura.ne.jp/index.htm,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l211a131fea532e683806e47c5145c1a1&p=t%2BAK7k0GmMUr0ZRss/MBm6IXTOSdZsy5cV8WQ2VFSTaUbpYxlX0l7yRfaoMq4Gi6%2Bt6LIAiGXufL%2Bz/iUGA8FWl87zyrCIlpVFiNOq8N%2BM7E74Hmq6UkPdRdPmphNd8uNvJYbf3veWGhmm5OoxF98uDKDJQ81MKkfdgT7mzXvsjY7CV/XjmbeDGukPODfCzZcLl3OuFMBhK06LSF/BNINqS%2B69kgSdy2LKz5QH053azVaSA3LRCH2uAR7jHfNFj2T974xkXtrvdN%2BccQSvE0zm6j1VTQjNLXl6k2ZZ8moN%2BUC3Wpv2ko5sJDONaX92TjuVsj/qbhPxzncNKDyUNGxHOb341e2RTVjQgUG/1axYv1Eno2RVPtRUF/JVttoVT4cQa%2B9Jqf2oy4aM4fcFebsdfnonXTUDam9pVT8MdyNNC7DyzeijtdAEbu2DVnCEZFPz8hY/piGjbzxT8zehTt2I4Rp9Ms5nD8LQpXCb%2BIHYtmZoObqn9D9tHcg9Ns%2BSq4r50jzGLSA4OTPy/lme37GA%3D%3D&ph=7c24e3302d21&phv=1,介護福祉士／介護職・ヘルパー／障害者施設／交通費支給／再雇用制度有,SOUND（介護）, , ,,,,介護,グループホーム　指定知的障害者授産施設,,,,正社員,,,,,,,,,,,
721685,社会福祉法人　高徳会　ソレイユ千葉北,,043-286-5300,千葉県千葉市稲毛区長沼原町250番地,https://www.soreiyu.or.jp/index.php,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l1809648865e9fb53396c7c9bb92a305b&p=t%2BAK7k0GmMUr0ZRss/MBmzLnqW3ThyQXbfV/3S4GJQMaBEnv6xsKAS9Q4wzmrvZFDG8KPxqzFtqvt5C%2BRiFZqWCn/3XZP%2BeK6oLzFM2jSlR3INQelCjrlPvt2X%2Blf/ZYfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgrGzKxqnCZRAEs1iIW60Ycm%2B/6GUMYP7C0QGMOZSs1ac76nO9cKLwcDVv%2BJj0OB26r0hf18s74NfT1Wr2wbq9neIC%2BlXBoPxou72pK33YMF0MgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbS4RtqPL%2BtMZDGjl8SjevCxe/Q0ZhZwKdEqKaBwSU/0APcoHc48tTVKvwjberA5deO1DK2JsMgozvolIfb8RpG0dmp7Wa55o7m8ESZG27xhWUxVHjC4MHXh%2BY2VS5ljul%2BVctY6WXAAxzdjzwX3HtQw%3D%3D&ph=938d7b74828e&phv=1,介護職員／介護福祉士／特別養護老人ホーム／デイサービス／日勤・夜勤両方,グローバル（介護）,,佐藤　正彦,,,,介護,特別養護老人ホーム、ショートステイ、デイサービス、,,,,正社員,,,,,,,,,,,
931388,社会福祉法人　黎明会　介護型ケアハウスストロベリー,,078-982-6663,兵庫県神戸市北区有野町３８３,https://www.reimeikai.org/strawberry/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l173b51e4b592172edb80c7ac94272a66&p=t%2BAK7k0GmMUr0ZRss/MBm67kMbbtLWGPvH0Xhd9WVtp1y93huEuJUuEDiKELO5PeZ3cZH92WbQvZSIcH9ZAwmgYG0AP8nj3uEmbPeSNblsCPemkjbA83Rvhx60hG9gCLfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguQhFxR1zZ8ZPxALN8u2m8SY/1%2BhjlqdXWuX/emoA/qy76nO9cKLwcDVv%2BJj0OB26httMXbcv129q6LpOgIRfOdVuxBUfcBWRowRvLNBjxC/MgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbWKXDG1HtttmLVicjzV8aAzG714awhRV9J5lhXgJCWUSXMdNK/WZbMOj9y88aP7p874GNQykxK4PJEKZaGoedVgPkFGyGVZPxWVOP/OXiBuJ5T%2B8DFaK1KrrLI4ZlP/grzaBoB/wKQveO2nGwOYwjUA%3D%3D&ph=dab8bf579b9d&phv=1,介護職員／介護福祉士／デイサービス／日勤・夜勤両方,ニューアース（介護）, , ,,,,介護,介護,,,,正社員,,,,,,,,,,,
82533,社会福祉法人「和泉の国」 介護老人保健施設 エルダーケア,,072-458-7111,大阪府泉佐野市中庄1310番地,https://jp.indeed.com/rc/clk?jk=8b3f0221dab388b5&fccid=eabb96d9673f4c70&vjs=3,http://www.eldercare.or.jp/service/special-elderly-nursing/,介護職新着,ビイサイド（介護）,,,,66人,,,,,,,正社員,,,,,,,,,,,
768071,社会福祉法人Flower社会福祉法人花木蓮 地域密着型特別養護老人ホーム花小町もろえ,,076-256-1245,石川県金沢市諸江町中丁154番地1,http://www.hanamokuren.com/index.html,https://xn--pckua2a7gp15o89zb.com/jb/4df7022de5c8c8cf0c7820bd915cf37e,ブランクある方も大歓迎職場見学OK／地域密着型特別養護老人ホームでの介護業務,ジョイスリー（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
769658,社会福祉法人JAいずも福祉会みどりの郷湖陵,,0853-43-3930,島根県出雲市湖陵町三部1231ｰ1, https://jaizumo-fukushikai.jp/facility/midorinosato-koryou/,https://xn--pckua2a7gp15o89zb.com/jbn/ebec4bc69eb4e958155bc68aebbaec23,介護職・ヘルパー／短期入所／常勤／嬉しい賞与は年3回,ジョイスリー（介護）, , ,,,,介護,デイサービス,,,,正社員,,,,,,,,,,,
743770,社会福祉法人NGU福祉会 生活介護事業所カノン,,076-205-6581,石川県河北郡内灘町白帆台2丁目1番,https://ngu-fukushikai.org/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l2b8b01e5bd2c3821e83d62e78c37cf21&p=t%2BAK7k0GmMUr0ZRss/MBm799LY0cHB6o51BBVf2ysTShzEtKHqglJyab0giwSowwTRvIlsyGwypLM2EQJuReBGidAgfHqBQoe/89nqap1kd/qGffM3CHVrZO2d7tgv7aZC/tBMqm8a551j/xSj%2B7vWuR7vn1x/CpSDfrAMG0XhYFv/1c0ttaqO92RmXdQPJ9bikjnK1BLhHO5plAifUUH1c4HjsGbQS3ZrU5WBxO/QM0mKvVBl/HWzU2wW5SGA46aNGlhWr8FLcEZ3vI9E8qIX61PdSHM/HiGJJw2IXB5XsBNFxlQ%2B6vcQBt9k5uMeJQvs/o2O%2BkqGfPsdvxmuj5r/i%2BAmgB9B5RTBuJ7Siic9yL9RdjV0n2Zu/NhWmG61ZNZVQJhynyOu8pPjaxswnOzqGsQ21AFGfHUk5DW%2BFiYIoOj9RBPp/8wI8i0FAnhr6N62CougoyphKtsZUd7MAuWC57h2qox8tGeZsyDUpjaplZkKf3fXqUPLbsW%2BbAe/E%2B&ph=3ad01db8748b&phv=1,生活支援員生活介護介護福祉士,SOUND（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
799373,社会福祉法人NGU福祉会 生活介護事業所カノン,社会福祉法人NGU福祉会生活介護事業所カノン,090-9448-0735,石川県河北郡内灘町白帆台2丁目1番地,https://ngu-fukushikai.org/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=lb1dc922a8634e7a6c89ee686e92fdadb&p=t%2BAK7k0GmMUr0ZRss/MBm7WLSZ2FjRGGlxSlaOfqh4dAHA00EqjgTXouUjTXNQq3CN1brI57Ih4RNVJzlmA0vKyEqhwHBfRIWevdSKLwAHH2nDwnE3peM%2BlBmkkP0qTSfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgpsAVB8sopje88NW13t05KGjMCSmLBpNBsgKemEGALb076nO9cKLwcDVv%2BJj0OB26pzUEq%2BGNLi7jl%2BTT7OtHUDhxzliRG6wyLbZSfIVSESdBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAOI6citqgVta6ahn7Txi6yrfCsxh6BwNVvducgnrgDELOLwrERnfJSzut%2BK7nbC4NW4mesEHoj3yVVG2i8GwDVbtVQNshHtVHUL7h7bi67jYmQEaQPCxCP13X7LKPSLUA&ph=506574353ba2&phv=1,生活支援員生活介護初任者研修,ジョイスリー（介護）,,松本　茂美,,,,介護,障害者支援,,,,正社員,,,,,,,,,,,
428201,社会福祉法人WINGひまわり保育園,,017-766-0411,青森県青森市里見1-5-25,https://www.bing.com/ck/a?!&&p=ca7d09514220cc80JmltdHM9MTY4MjcyNjQwMCZpZ3VpZD0yMjRkNmVmMy1lOTJiLTZlMTEtMjczZi03ZGYxZThhMDZmNmQmaW5zaWQ9NTE0NA&ptn=3&hsh=3&fclid=224d6ef3-e92b-6e11-273f-7df1e8a06f6d&psq=%e7%a4%be%e4%bc%9a%e7%a6%8f%e7%a5%89%e6%b3%95%e4%ba%baWING%e3%81%b2%e3%81%be%e3%82%8f%e3%82%8a%e4%bf%9d%e8%82%b2%e5%9c%92&u=a1aHR0cDovL3d3dy53aW5nLWhpbWF3YXJpLmNvbS8&ntb=1,https://jp.indeed.com/rc/clk?jk=e11fb339eede9351&fccid=d743a039c401e483&vjs=3,保育士,SOUND（介護）,,間山勲,038-0032,,,保育,通常保育　延長保育,,,,,,,,,,,,,,,
517822,社会福祉法人アイ・ティ・オー福祉会ハートヒルかわげ,,059-245-7800,三重県津市河芸町浜田860,https://www.heart-hill.or.jp/,https://xn--pckua2a7gp15o89zb.com/jb/9b9dff19a6089e0463a2fad5564a5da7?utm_source=%E6%B1%82%E4%BA%BA%E3%83%9C%E3%83%83%E3%82%AF%E3%82%B9.com&utm_medium=organic,通所介護・デイサービスセンターの介護職員,G&G（介護）,,,510-0314,,,介護,特別養護老人ホーム,,,,正社員,,,,,,,,,,,
83482,社会福祉法人アイ・ティ・オー福祉会ハートヒルす...,,059-380-6660,三重県鈴鹿市野村町148-1,https://xn--pckua2a7gp15o89zb.com/jb/d3d0fe941525fa3118f4aefefae9077d,http://www.heart-hill.or.jp/facility/h_suzuka.html,介護職／デイサービス,ビイサイド（介護）,,,,,,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">契約社員</li>",,,,,,,,,,,
505429,社会福祉法人アイ・ティ・オー福祉会ハートヒルす...,,059-380-6660,三重県鈴鹿市野村町148-1,https://xn--pckua2a7gp15o89zb.com/jb/d3d0fe941525fa3118f4aefefae9077d,http://www.heart-hill.or.jp/facility/h_suzuka.html,介護職／デイサービス,SOUND（介護）,,,,,,介護,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">契約社員</li>",,,,,,,,,,,
76952,社会福祉法人アイ・テイ・オー福祉会通所介護事業所...,,059-245-6100,三重県津市河芸町一色39番地1,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=ld9b5541de70ca365239e639f67808db5&hier=search&st=&pg=25&ar=3&rk=2&ro=176&emp=&pay=&upd=&ext=&q1=%E4%BB%8B%E8%AD%B7&q2=%E4%B8%89%E9%87%8D%E7%9C%8C&actp=ls&fr=bz&frpgr=5&frro=141&pgr=27&ph=dc8c1aaba423&phv=1,http://www.heart-hill.or.jp/index.html,1／28新着津市介護職介護福祉士デイサービス事業所...,ビイサイド（介護）,,,,,デイサービスにおける介護業務全般,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員</li>",,,,,,,,,,,
770455,社会福祉法人あいわ会生活介護事業所すがお,,095-850-7300,長崎県長崎市三京町１５３２, http://sakuranosato.or.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l8161913b2d32517d94ff43cc52efbd8c&p=t%2BAK7k0GmMUr0ZRss/MBm1UBYBT4S5bEHj8XVc42%2BEmXQEeB11jE0uJwkzVmPinO/eVbx3qNjTzJBDgZuqLH%2B2idAgfHqBQoe/89nqap1kfiFSud59czRcGe2iqOVOWTzadQkRKua69yUk6qbNTXQYWniVAzDgzLLb%2BMJzKdyXevgbHQ9IQ2H2nDWBRa6XAQyV6j9fxcYhGphu3kM7g5wA9VLLaJc12IZd6%2Bwja4yO5n7%2BfMOunfqKE5CPYMoed/P3EWtDqXgKeOc63jGPIsOtJx8UQuow4A0q%2BrJEIdQr3KEVffZMUExtHMwLGV7Z0XJyCFU6t%2BZuNQSFFaYHfJTKTN4fKJhV4zrBG8GdULNl7FgBWuQxtQxCnl28RvEab1u5IWk75ghrSxmI0AwbzxSbgoetU8XMTOId4nLLSRIKzH0mVUz6Pud%2BFfsf%2BoMk6WiZSlaSxxCbAy4uWlgL0cFiGDyabQK6AR/Mw51SmQU/c%3D&ph=7ed6bb25a0a2&phv=1,肥前古賀駅から徒歩23分生活介護長崎県,SOUND（介護）, , ,,,,介護,特別養護老人ホーム,,,,正社員,,,,,,,,,,,
503300,社会福祉法人あおい福祉会ふきのとう,,福島県いわき市小名浜大原字下小滝146-2,福島県いわき市泉駅,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l5644fd8d1c436e364f2445570c4d5081&p=t%2BAK7k0GmMUr0ZRss/MBm/tuj5vVLfHRFkJ4NlVknA0IvnWehWq88Mu%2BcitCuxU/vTKXJrH3CAaOGa3/er/lERQ/3pF0ccgrCb39yb6Bm1s6lbFAiTDAgGs%2B7h6Tk0KwbdHoTh/8u2VajTe2uFdD%2B6YilWMYB3GIExqwHszYaR3K8PLRQsPQbP%2BvqRecDYd7Au%2BOpweH%2BUDoGD0uEZ4W46%2BzG/ykmmGQt4KGNWc0xW45%2By5GUFHou6XUHa3RVUIZP3EWtDqXgKeOc63jGPIsOtJx8UQuow4A0q%2BrJEIdQr2LR3w0juafmADubR0Sj9dsDlRRFat2MGq0d8nXah6UEzh0/QffE7Yj0VJ%2BGUZ2tabz/yRvgKHvJw6bLwVsttOp0IuitMX6LTJdZb2jzBZTFYORbmenJAG/KJubPxFfs0yrJOge9Bu17Ukc5oQZJIEkS%2BS%2BOG25ixqc1J30CSJxvA%3D%3D&ph=0e0b2c3f16f9&phv=1,https://www.nakamura-hospital.or.jp/,介護職・ヘルパー／病院,SOUND（介護）,,中村　雅英,,,,介護医療院,,,,,正社員,,,,,,,,,,,
75334,社会福祉法人あがた福祉の会くぬぎの木,,059-327-2826,三重県四日市市赤水町１２４５−７,https://xn--pckua2a7gp15o89zb.com/jb/0f405c0cb5b502a3c1d6827101344ad3,http://www.kunuginoki.jp/,介護福祉士,ビイサイド（介護）,,,,,,,,,,,"<li class=""c-icon c-icon-result p-result_icon p-result_employType"">正社員 / アルバイト・パート</li>",,,,,,,,,,,
522285,社会福祉法人あがた福祉の会くぬぎの木ショートステイせせらぎ,,059-327-2827,三重県四日市市赤水町1245-7,http://www.kunuginoki.jp/shisetsu/t_short.html,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l86cb98e664f787c9b925b7302ef2a2e3&p=t%2BAK7k0GmMUr0ZRss/MBm0HfI8/smUcL1397M6hK0xrKtloEcUQnTC5dh%2B3Au0trjVhN9D8NtpapzRwuEeZYicwICIp6UmBW9r3SfHQwpC74Hc3Ad2toWBayNTtCPraTfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNgvS72SPXMwZg3TEcBiDa%2B%2BcHZW2w01de4JByKOhSfDqP76nO9cKLwcDVv%2BJj0OB26sJjHqrF%2BlQp2q7ADxMdaerpc9r0IjChtj1ewwnih4NOBQxswlI0BvJSkBoOlWzDdbBJCNcjQ%2BpDiDrRbA%2BMt6asPIrYUynS6NvjgU5KazmAkL0%2BXyxG/QIMVy9k%2BB%2BLE3%2BtweJTUIG2NuBGSp5wAHdXqZwl704zClUx1csmB3zGEONA78qKeftA5arG/ZIG2A%3D%3D&ph=01d35a484f16&phv=1,介護職員社会福祉士ショートステイ事業所常勤30代・40代・50代まで幅広く活躍中!,G&G（介護）,,,512-1204,,,介護,ショートステイ,,,,正社員,,,,,,,,,,,
130027,社会福祉法人あかね デイサービスセンター 杣緑デイサービススタッフ正社員,,079-268-3456,兵庫県姫路市書写28,https://jp.indeed.com/rc/clk?jk=c81859ab941f1ae4&fccid=dd616958bd9ddc12&vjs=3,https://e-akane.com/facilities/somamidori/,老人福祉・介護事業デイサービススタッフ正社員新着,圏友（介護）,,,671-2201,,,デイサービス,,,,,正社員,,,,,,,,,,,
127497,社会福祉法人あかり福祉会 【らいふあかり】,,079-422-3233,兵庫県加古川市加古川町中津557-1,https://jp.indeed.com/rc/clk?jk=f05932240cc6eb66&fccid=715c07e82e31c1eb&vjs=3,http://akari-fukushikai.com/equipment/pro-life/,老人福祉・介護事業介護職員正社員新着,圏友（介護）,,,675-0068,,,介護老人福祉施設,,,,,正社員,,,,,,,,,,,
931511,社会福祉法人あかり福祉会 老人デイサービスセンタ はっぴいあかり,,079-438-3377,兵庫県加古川市山手1丁目19-4,https://akari-fukushikai.or.jp/,https://xn--pckua2a7gp15o89zb.com/jb/68c12926b097b7b4264960785c695826,介護職・ヘルパー,ニューアース（介護）, , ,,,,介護,デイケア・デイサービス,,,,正社員,,,,,,,,,,,
127509,社会福祉法人あかり福祉会地域密着型特養 ないすあかり,,079-438-4477,兵庫県加古川市神野町神野50番4号,https://jp.indeed.com/rc/clk?jk=17eb83533179157a&fccid=715c07e82e31c1eb&vjs=3,http://akari-fukushikai.com/equipment/pro-nice/index.html,老人福祉・介護事業看護職員正社員新着,圏友（介護）,,,675-0003,,,小規模特別老人ホーム,,,,,正社員,,,,,,,,,,,
807027,社会福祉法人あかり福祉会特別養護老人ホーム 泰生,特別養護老人ホーム泰生,079-425-0888,,https://akari-fukushikai.or.jp/index.html,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l064392abf6878ed5ae21da37c15f5d89&p=t%2BAK7k0GmMUr0ZRss/MBmygCBD29ZynCzifV2fVQyt/iAfwsauUVwJsBvG3IyhCwfjLYPxENxaugZUqAv3QkZg%2Bf6DkuB%2BuBT466X1tsR7M9kFDNHfnzznGvNbwEf7lqfoss7pY3eEsvOV/uYD5ByRuO%2BXtD0zbMZYBxH%2BKw91yAMu1sU9R3cTjgA1OyV8Iec8UOZ918fvr81gB7cqpNguQhFxR1zZ8ZPxALN8u2m8SY/1%2BhjlqdXWuX/emoA/qy76nO9cKLwcDVv%2BJj0OB26r0hf18s74NfT1Wr2wbq9ncO%2B1r2d7mICKuBOlwIiXDmMgDm%2BqAXCKya13trRip00tv3wwcccxplOdleeQ/FcdIDalGyQf57bOx2mGrUV0fbxMh/dR8DvuNgAjshzeFiKPz872EaeXxWn/pjBa6HHXIsejnonrlu9oZLdvJZ1S6YPz8hY/piGjbzxT8zehTt2I4Rp9Ms5nD8LQpXCb%2BIHYuYkjRVUnKphP%2BkX%2BerQ5QT2e8RhsoTcLw20maTLXQrLB5doZwnRcRapWnOP3jehJs%3D&ph=b5f49d09bccd&phv=1,介護職員／実務者研修／特別養護老人ホーム／デイサービス／日勤・夜勤両方,ニューアース（介護）,info@akari-fukushikai.com,礒野 直子,,,,介護,特別養護老人ホーム,,,,正社員,,,,,,,,,,,
262404,社会福祉法人あぐりす実(みのり)の会,,0569-62-0117,愛知県知多郡南知多町大字内海字奥鈴ケ谷70-5,https://daichinooka.com/,https://jp.indeed.com/rc/clk?jk=9eed775330c46711&fccid=25863090acf1ed0e&vjs=3,介護スタッフ,FUJI（介護）,,片桐　健二,470-3321,248人,,介護サービス,,,,,,,,,,,,,,,,
800280,社会福祉法人あさがお福祉会 Tsuda-Machi-Living,,088-635-1295,徳島県徳島市津田本町2丁目3番地の57,https://asagao-gr.jp/,https://xn--pckua2a7gp15o89zb.com/jbn/f6cedad20526133dcbd756df24c95913,介護職・ヘルパー／障害者支援施設／世話人／正社員募集／マイカー通勤可能,ジョイスリー（介護）, , ,,,,介護,障害者支援,,,,正社員,,,,,,,,,,,
128306,社会福祉法人あさひ介護職員正社員,,073-623-3010,和歌山県伊都郡かつらぎ町大字西飯降字白田谷461番,https://jp.indeed.com/rc/clk?jk=98b226b05ec52255&fccid=dd616958bd9ddc12&vjs=3,http://www.asahi.or.jp/index.html,老人福祉・介護事業介護職員正社員新着,圏友（介護）,,秋本 登志嗣,649-7114,74,,特別養護老人ホーム,,,,,正社員,,,,,,,,,,,
768067,社会福祉法人あさひ会 ファミール,,0761-24-8700,石川県小松市安宅町ル1番地8,https://www.asahikai.net/,https://xn--pckua2a7gp15o89zb.com/jb/e9cddaab00be9dd30c6a0e7866888694,ブランクある方も大歓迎職場見学OK／居宅介護支援事業所でのケアマネ業...,ジョイスリー（介護）, , ,,,,介護,デイケア・デイサービス,,,,正社員,,,,,,,,,,,
759811,社会福祉法人あさひ会 小規模多機能はまひるがお,,0761-24-5080,石川県小松市下牧町二95番地1,https://www.asahikai.net/,https://xn--pckua2a7gp15o89zb.com/jb/8f69c484ebb0aa5c9f7ee773679bc8ba,小規模多機能型居宅介護での施設介護員,SOUND（介護）, , ,,,,介護,グループホーム,,,,正社員,,,,,,,,,,,
799416,社会福祉法人あさひ会 小規模多機能はまひるがお,社会福祉法人あさひ会小規模多機能はまひるがお,0761-24-5080,石川県小松市下牧町二95番地1,https://www.asahikai.net/,https://xn--pckua2a7gp15o89zb.com/jb/32d9504d1552bf937a656fb2eaf4bf22,小規模多機能型居宅介護での介護スタッフ,ジョイスリー（介護）,,森田　孝文,,130,,介護,デイサービス・デイケア・ショートステイ,,,,正社員,,,,,,,,,,,
767937,社会福祉法人あさひ会 居宅介護支援事業所ファミール,,0761-24-8701,石川県小松市安宅町ル1番地8, ,https://xn--pckua2a7gp15o89zb.com/jb/1afea3bed1a400bb3b33ab6b48ada8cf,介護支援専門員・社会保険完備の職場でケアマネジャー,ジョイスリー（介護）, , ,,,,介護,デイケア,,,,正社員,,,,,,,,,,,
932207,社会福祉法人あじろぎ会　平成老人保健施設,,774335000,京都府宇治市五ヶ庄芝ノ東54－2,https://uji-hp.or.jp/,https://xn--pckua2a7gp15o89zb.com/rd/?uaid=l928309c173ab85543ce629e2f591e7f5&p=t%2BAK7k0GmMUr0ZRss/MBmy5JSKpaKvJlDhcShWeednggCE07TUXNzMj55Vb2a7WbhR/oydPq6GkmrSKQtRpos419Vc4o0oBwTZqoe9u0cK9n3EPrq4aQ/2JxTnV2rKICoftjdNyTVdLGR2pfgAM6JLjDbgKRX3aJBUKeioCL1rmRdMFeNupzviu4HD%2Bt5p2mZPPWAwzxIkDsI4wxyTGNnPKpZeNPIbbvfM9sNSOAT8TvTQ%2Biee4%2BlGLhEJEw/2j7B2cem2qmqFDrMTJ%2BYhnGw%2BQYXd%2BUpSkj1btvbgewB4bapvz/KtgxF5U5wKV2Iv1uEZy/mLutWl9vDNksIpZDt9ErspU0uqKCKpmCAEMhVeJCWf9oGr9lr%2BsOCQrzmd3HpwbL0RNVQg7j3BNUI/%2BSXw8JgKg/dYbetErguxdgz0APry0VkwPy54bJ2JZJHDt%2BTLha76u4pmAo2e5c0ECp4NYBa9nVGXVIKZs2wzSMKpODL4bnJHOVE90fV8QcxYQ5oYBojpmCeMkXi056HXtLfg%3D%3D&ph=cc69d4bbffc8&phv=1,介護職員／初任者研修／特別養護老人ホーム／介護老人保健施設,ニューアース（介護）, , ,,,,介護,介護,,,,正社員,,,,,,,,,,,
