Company,Customer Count
社会福祉法人康竹会,2
社会福祉法人康陽会,19
社会福祉法人廣仁会,10
社会福祉法人廣仁会　いやしの杜備前,3
社会福祉法人廣和会特別養護老人ホームカモメ荘,3
社会福祉法人廣山会,12
社会福祉法人廣山会プルミエールひたち野,8
社会福祉法人延命福祉会,7
社会福祉法人延寿会,11
社会福祉法人延寿会特別養護老人ホーム春わらう舎,6
社会福祉法人延寿会特別養護老人ホーム虹の舎,2
社会福祉法人建仁会,2
社会福祉法人廿日市福祉会,12
社会福祉法人弘仁会,7
社会福祉法人弘仁会特別養護老人ホーム国津園,11
社会福祉法人弘仁会障がい者サポートセンターゆうすい,3
社会福祉法人弘優尽会,10
社会福祉法人弘前草右会,5
社会福祉法人弘前豊徳会,13
社会福祉法人弘友福祉会,6
社会福祉法人弘和会,4
社会福祉法人弘善会,17
社会福祉法人弘善会 特別養護老人ホーム弘恩苑,3
社会福祉法人弘善会 特別養護老人ホーム法寿苑,2
社会福祉法人弘善会特別養護老人ホーム弘恩苑,10
社会福祉法人弘徳学園,4
社会福祉法人弘心会,7
社会福祉法人弘心会 特別養護老人ホームほうらい苑,2
社会福祉法人弘心会ほうらい苑,4
社会福祉法人弘恵会,2
社会福祉法人弘成会,11
社会福祉法人弘房福祉会,2
社会福祉法人弘文会,2
社会福祉法人弘正会,2
社会福祉法人弘生福祉会,19
社会福祉法人弘生福祉会 介護老人保健施設美笑苑,2
社会福祉法人弘英会,13
社会福祉法人弘英会 特別養護老人ホーム須磨シニアコミュニティ,2
社会福祉法人弘英会特別養護老人ホーム須磨シニアコミュニティ,2
社会福祉法人弘道会,8
社会福祉法人弘道福祉会,39
社会福祉法人弘道福祉会 守口金田ケアセンターラガール,4
社会福祉法人弘道福祉会　大宇陀特別養護老人ホームラガール,2
社会福祉法人弘道福祉会尼崎特別養護老人ホームラガール,2
社会福祉法人弘陵福祉会,4
社会福祉法人弘颯会,7
社会福祉法人弥勒会,13
社会福祉法人弥勒会　深草しみずの里,4
社会福祉法人弥富福祉会,5
社会福祉法人弥栄福祉会,3
社会福祉法人弥栄福祉会障害者支援施設くまとり弥栄園,4
社会福祉法人弥生会,2
社会福祉法人弥生会特別養護老人ホームくにたち苑,2
社会福祉法人弥生福祉会,7
社会福祉法人弥生福祉会愛寿苑デイサービスセンター,2
社会福祉法人弥生福祉会特別養護老人ホーム愛寿苑,11
社会福祉法人弥生福祉会認知症対応型共同生活介護事...,8
社会福祉法人当別長生会,2
社会福祉法人当麻園,20
社会福祉法人当麻園特別養護老人ホーム当麻園,4
社会福祉法人当麻柏陽会,6
社会福祉法人彦成福祉会,14
社会福祉法人彩のかけはし,24
社会福祉法人彩の郷福祉会,6
社会福祉法人彩世会,13
社会福祉法人彩光会,3
社会福祉法人彩光会あけぼの,2
社会福祉法人彩幸会,5
社会福祉法人彩明会,3
社会福祉法人彩雲の詩,6
社会福祉法人彩鷲会,11
社会福祉法人彩鷲会介護老人保健施設桜田,11
社会福祉法人征峯会,17
社会福祉法人後志報恩会,11
社会福祉法人後志報恩会和光学園,2
社会福祉法人御山会,11
社会福祉法人御幸会,44
社会福祉法人御幸会デイサービスセンターあさがお,3
社会福祉法人御幸会特別養護老人ホームヒルトップくしがた,4
社会福祉法人御立会,4
社会福祉法人御陽会障がい者総合支援センターヴィラささゆ,2
社会福祉法人徳充会,25
社会福祉法人徳充会 青山彩光苑穴水ライフサポーセンター,2
社会福祉法人徳充会ふれあいの里,2
社会福祉法人徳充会エレガンテなぎの浦,2
社会福祉法人徳和会,26
社会福祉法人徳和会 特別養護老人ホームやすらぎの里,2
社会福祉法人徳和会特別養護老人ホームあかいの郷,2
社会福祉法人徳宗福祉会特別養護老人ホーム香照苑,3
社会福祉法人徳寿会,24
社会福祉法人徳寿会グループホーム晃風園,3
社会福祉法人徳寿会介護老人福祉施設みのりの里,2
社会福祉法人徳寿会特別養護老人ホーム晃風園,9
社会福祉法人徳島県心身障害者福祉会,6
社会福祉法人徳島県心身障害者福祉会 障害者支援施設あおばの郷,2
社会福祉法人徳島県手をつなぐ育成会,5
社会福祉法人徳島県社会福祉事業団,8
社会福祉法人徳心会,15
社会福祉法人徳心会特別養護老人ホーム菅の里,4
社会福祉法人徳慈会,9
社会福祉法人徳成会,2
社会福祉法人徳昇福祉会,2
社会福祉法人徳昌会,2
社会福祉法人徳昌会特別養護老人ホーム思いやり,4
社会福祉法人徳望会,10
社会福祉法人徳栄会,16
社会福祉法人徳栄会特別養護老人ホーム成田苑,3
社会福祉法人徳栄会特別養護老人ホーム芝山苑,4
社会福祉法人徳栄会特別養護老人ホーム芝山苑/-,3
社会福祉法人徳栄福祉会,18
社会福祉法人徳榮会,2
社会福祉法人徳樹会,13
社会福祉法人徳永会すばる,2
社会福祉法人徳泉会,5
社会福祉法人徳泉会 特別養護老人ホーム東野の家,2
社会福祉法人徳生会,4
社会福祉法人徳生会　特別養護老人ホーム　まきの木苑,2
社会福祉法人徳知会,7
社会福祉法人徳良会,14
社会福祉法人徳良会養護老人ホーム万寿荘,8
社会福祉法人徳誠会介護老人福祉施設春輝苑,2
社会福祉法人徳誠福祉会,3
社会福祉法人徳誠福祉会グループホームおきだて,7
社会福祉法人徳雲会,3
社会福祉法人德雲会,3
社会福祉法人德雲会特別養護老人ホーム銀の郷,4
社会福祉法人心の会,2
社会福祉法人心会,6
社会福祉法人心侑会,26
社会福祉法人心友会,2
社会福祉法人心友会特別養護老人ホームゆずの里,6
社会福祉法人心和会,27
社会福祉法人心和会特別養護老人ホームめぐみの杜,4
社会福祉法人心境荘苑,15
社会福祉法人心守会,4
社会福祉法人心守会特別養護老人ホームこころの杜,3
社会福祉法人心愛会,10
社会福祉法人心暖まる会,3
社会福祉法人心泉会,2
社会福祉法人心生会,3
社会福祉法人心誠会,3
社会福祉法人志和大樹会,9
社会福祉法人志度玉浦園,8
社会福祉法人志度玉浦園特別養護老人ホーム志度玉浦園,2
社会福祉法人志成会,3
社会福祉法人志摩会,8
社会福祉法人志木福祉会,6
社会福祉法人志楽園福祉会,17
社会福祉法人志楽園福祉会 猿投の楽園,2
社会福祉法人志楽園福祉会リハビリデイセンターふ...,3
社会福祉法人志楽園福祉会猿投の楽園,2
社会福祉法人志純会,19
社会福祉法人志純会介護老人保健施設 からたちの丘,4
社会福祉法人志純会介護老人保健施設からたちの丘,4
社会福祉法人志豊会,4
社会福祉法人志賀福祉会,2
社会福祉法人忠恕福祉会,5
社会福祉法人思恩会,20
社会福祉法人怡土福祉会,22
社会福祉法人恒仁会,12
社会福祉法人恒勝会,17
社会福祉法人恒勝会ライフピア河和田,6
社会福祉法人恒和会,13
社会福祉法人恒寿会,5
社会福祉法人恒徳会,7
社会福祉法人恒徳会 桃香園,2
社会福祉法人恒心福祉会,16
社会福祉法人恒心福祉会あらしま苑,6
社会福祉法人恒心福祉会特別養護老人ホームうがた苑,3
社会福祉法人恒心福祉会特別養護老人ホームふたみ苑,2
社会福祉法人恒星会,8
社会福祉法人恒星会特別養護老人ホームうつくしの丘,3
社会福祉法人恕仁会,4
社会福祉法人恕心福祉会,7
社会福祉法人恩徳福祉会,53
社会福祉法人恩徳福祉会　デイサービスサンビラこうべ,2
社会福祉法人恩徳福祉会特別養護老人ホームサンビ...,6
社会福祉法人恩心会,7
社会福祉法人恩賜財団,9
社会福祉法人恩賜財団 大阪府済生会富田林医療福祉センター,2
社会福祉法人恩賜財団 愛知県同胞援護会,4
社会福祉法人恩賜財団　済生会支部　大阪府済生会,4
社会福祉法人恩賜財団大阪府済生会,3
社会福祉法人恩賜財団愛知県同胞援護会,5
社会福祉法人恩賜財団新潟県済生会,5
社会福祉法人恩賜財団済生会,99
社会福祉法人恩賜財団済生会　岡山済生会ライフケアセンター,3
社会福祉法人恩賜財団済生会島根県済生会,7
社会福祉法人恩賜財団済生会支部,2
社会福祉法人恩賜財団済生会支部大阪府済生会,4
社会福祉法人恩賜財団済生会支部島根県済生会,4
社会福祉法人恩賜財団済生会支部愛知県済生会　愛知県青い鳥医療療育センター,2
社会福祉法人恩賜財団済生会支部神奈川県済生会,3
社会福祉法人恩賜財団済生会支部福岡県済生会,2
社会福祉法人恩賜財団済生会支部福島県済生会,3
社会福祉法人恩賜財団済生会支部福島県済生会川俣...,2
社会福祉法人恩賜財団済生会支部茨城県済生会 常陸大宮済生会病院,3
社会福祉法人恩賜財団済生会支部静岡県済生会,3
社会福祉法人恩賜財団済生会支部香川県済生会,6
社会福祉法人恩賜財団済生会滋賀県病院,5
社会福祉法人恩賜財団神奈川県同胞援護会,3
社会福祉法人恩賜財団福井県済生会介護老人保健施設ケアホームさいせい,4
社会福祉法人恩賜財団福井県済生会特別養護老人...,13
社会福祉法人恭和会,10
社会福祉法人恭生会,5
社会福祉法人恵の園,5
社会福祉法人恵久会,13
社会福祉法人恵仁会,13
社会福祉法人恵仁福祉協会,13
社会福祉法人恵会,2
社会福祉法人恵会 はっぴー園,2
社会福祉法人恵会特別養護老人ホームはっぴー園,10
社会福祉法人恵伸会,10
社会福祉法人恵伸会　介護老人福祉施設オレンジヒル小岱,4
社会福祉法人恵信福祉会,21
社会福祉法人恵信福祉会地域密着型介護老人福祉施設サテライトロジェ,2
社会福祉法人恵優会,17
社会福祉法人恵光会,9
社会福祉法人恵北福祉会,11
社会福祉法人恵友会,17
社会福祉法人恵友会認定こども園根岸保育園,2
社会福祉法人恵和,2
社会福祉法人恵和会,60
社会福祉法人恵和会在宅総合メディカルサポートセ...,11
社会福祉法人恵和福祉会,14
社会福祉法人恵寿福祉会,3
社会福祉法人恵康会,4
社会福祉法人恵徳会,31
社会福祉法人恵心会,30
社会福祉法人恵愛会,60
社会福祉法人恵愛会 めぐみの里,13
社会福祉法人恵愛会特別養護老人ホーム筑波園,5
社会福祉法人恵愛福祉事業団,11
社会福祉法人恵愛福祉事業団 グループホーム白鳥,2
社会福祉法人恵愛福祉会,17
社会福祉法人恵成会,4
社会福祉法人恵成会特別養護老人ホームおおぞら,13
社会福祉法人恵明会,4
社会福祉法人恵明会特別養護老人ホームきぼう,5
社会福祉法人恵春会,8
社会福祉法人恵望会,7
社会福祉法人恵林,14
社会福祉法人恵正福祉会,20
社会福祉法人恵母の会,27
社会福祉法人恵比寿会,3
社会福祉法人恵比寿会フェローホームズ仲間の家,2
社会福祉法人恵泉会,30
社会福祉法人恵泉寮,4
社会福祉法人恵泉福祉会,3
社会福祉法人恵洋会,3
社会福祉法人恵洋会　特別養護老人ホーム長柄園,3
社会福祉法人恵清会,6
社会福祉法人恵済会,15
社会福祉法人恵生会,10
社会福祉法人恵生会特別養護老人ホーム三戸老人ホ...,3
社会福祉法人恵生福祉会,5
社会福祉法人恵生福祉会 なぎさの里,8
社会福祉法人恵生福祉会　なぎさの里,2
社会福祉法人恵生福祉会なぎさの里,2
社会福祉法人恵神会,19
社会福祉法人恵神会 特別養護老人ホーム神庭荘,5
社会福祉法人恵美寿苑,3
社会福祉法人恵美寿苑養護老人ホーム岡部ビーラ,3
社会福祉法人恵豊福祉会,5
社会福祉法人恵雄会,9
社会福祉法人恵雄会 特別養護老人ホームこころの丘,2
社会福祉法人恵風会,22
社会福祉法人恵風会 特別養護老人ホームやまびこ,2
社会福祉法人悠,17
社会福祉法人悠々の郷,9
社会福祉法人悠々会,34
社会福祉法人悠々会特別養護老人ホーム悠々園,4
社会福祉法人悠久会,14
社会福祉法人悠久会 グループホームあいの郷,2
社会福祉法人悠人会,7
社会福祉法人悠仁会,12
社会福祉法人悠仁会特別養護老人ホームあまてらす,2
社会福祉法人悠仁福祉会,8
社会福祉法人悠仁福祉会グループホーム鳳凰槇島,2
社会福祉法人悠優会　特別養護老人ホーム悠の里,6
社会福祉法人悠友会,8
社会福祉法人悠友会高齢者総合福祉施設ゆうりん苑,2
社会福祉法人悠友福祉会,4
社会福祉法人悠和会,11
社会福祉法人悠和会銀河の里,9
社会福祉法人悠善会,3
社会福祉法人悠悠会,8
社会福祉法人悠愛会,21
社会福祉法人悠愛会グループホームメルヘン,2
社会福祉法人悠愛会指定介護老人福祉施設特別養護...,2
社会福祉法人悠揚会,10
社会福祉法人悠水会,6
社会福祉法人悠泰の郷,26
社会福祉法人悠泰の郷特別養護老人ホーム神田ふるさと庵,2
社会福祉法人悠游,17
社会福祉法人悠生会,24
社会福祉法人悠遊,8
社会福祉法人悠遊会,16
社会福祉法人悦生会,3
社会福祉法人惠伸会,4
社会福祉法人惠愛会,8
社会福祉法人惠愛園,25
社会福祉法人愊美会,2
社会福祉法人愛あい会,7
社会福祉法人愛あい会特別養護老人ホーム想い愛,3
社会福祉法人愛の会,39
社会福祉法人愛の会いろリ端石岡,2
社会福祉法人愛の会介護老人保健施設小川敬愛の杜,8
社会福祉法人愛の会介護老人保健施設桜の郷敬愛の杜,7
社会福祉法人愛の会双葉陽だまり館,2
社会福祉法人愛の会松戸陽だまり館,4
社会福祉法人愛の会桜川陽だまり館,3
社会福祉法人愛の会特別養護老人ホーム双葉陽だ...,7
社会福祉法人愛の会特別養護老人ホーム松戸陽だま...,2
社会福祉法人愛の会特別養護老人ホーム石岡陽だ...,2
社会福祉法人愛の会特別養護老人ホーム美野里陽だまり館,2
社会福祉法人愛の友協会,3
社会福祉法人愛の園福祉会,3
社会福祉法人愛の泉,3
社会福祉法人愛の郷,7
社会福祉法人愛世会,14
社会福祉法人愛伸会,6
社会福祉法人愛信会,53
社会福祉法人愛信会　静霞園,7
社会福祉法人愛信会グループホームいちょうの木,5
社会福祉法人愛信会特別養護老人ホームいちょうの木,4
社会福祉法人愛信会静霞園,6
社会福祉法人愛信会高齢者総合福祉施設森の園,4
社会福祉法人愛光,6
社会福祉法人愛光会,49
社会福祉法人愛光会愛の里にった,2
社会福祉法人愛光会誠信園,2
社会福祉法人愛光園,29
社会福祉法人愛光社会福祉事業協会,3
社会福祉法人愛光福祉会,3
社会福祉法人愛全会,27
社会福祉法人愛別福祉会,12
社会福祉法人愛友会,19
社会福祉法人愛友会 小規模特別養護老人ホームあさひ,2
社会福祉法人愛友園,4
社会福祉法人愛和,9
社会福祉法人愛和グループホームやしろだ,9
社会福祉法人愛和会,56
社会福祉法人愛和会 特別養護老人ホーム希望の森,8
社会福祉法人愛和会特別養護老人ホームあそうの郷,2
社会福祉法人愛和福祉会,11
社会福祉法人愛善会,9
社会福祉法人愛媛県社会福祉事業団,10
社会福祉法人愛媛県視覚障害者福祉会,8
社会福祉法人愛孝会,30
社会福祉法人愛孝会介護,5
社会福祉法人愛孝会特別養護老人ホーム福祉の森聖...,5
社会福祉法人愛孝会特別養護老人ホーム高萩聖孝園,6
社会福祉法人愛孝会聖孝園千波デイサービスセンター,4
社会福祉法人愛孝福祉会,9
社会福祉法人愛宕福祉会,42
社会福祉法人愛寿会,58
社会福祉法人愛寿会・平成会,3
社会福祉法人愛幸会,8
社会福祉法人愛弘会,17
社会福祉法人愛弘会特別養護老人ホーム船橋愛弘園,5
社会福祉法人愛弘会障害者支援施設愛弘園,2
社会福祉法人愛徳園,3
社会福祉法人愛心会,71
社会福祉法人愛心会グループ,4
社会福祉法人愛心会ケアハウス優和の里,12
社会福祉法人愛心会ナーシングコート,4
社会福祉法人愛心会特別養護老人ホーム愛心苑,3
社会福祉法人愛心会軽費老人ホームケアハウスベル...,4
社会福祉法人愛恵会,25
社会福祉法人愛成会,17
社会福祉法人愛敬会,6
社会福祉法人愛星福祉会,12
社会福祉法人愛染会,23
社会福祉法人愛桂会,2
社会福祉法人愛正会,37
社会福祉法人愛泉会,57
社会福祉法人愛港福祉会,17
社会福祉法人愛港福祉会特別養護老人ホーム東茶屋...,5
社会福祉法人愛灯園,11
社会福祉法人愛燦会,21
社会福祉法人愛燦会 長寿の里・南濃,4
社会福祉法人愛燦会地域密着型特別養護老人ホーム長寿の里・海津,3
社会福祉法人愛燦会長寿の家,3
社会福祉法人愛燦会長寿の里津島,10
社会福祉法人愛燦会障がい者センターあいさんハ...,4
社会福祉法人愛燦燦,2
社会福祉法人愛燦燦特別養護老人ホームはるる,4
社会福祉法人愛生会,40
社会福祉法人愛生会愛生苑デイサービスかがやき,2
社会福祉法人愛生福祉会,7
社会福祉法人愛生福祉会特別養護老人ホーム豊寿園,8
社会福祉法人愛生館,3
社会福祉法人愛生館特別養護老人ホームひまわり,8
社会福祉法人愛知たいようの杜,8
社会福祉法人愛知慈恵会,17
社会福祉法人愛知慈恵会 特別養護老人ホームあいふるの里,2
社会福祉法人愛知慈恵会　一宮市萩の里特別養護老人ホーム,3
社会福祉法人愛知慈恵会高齢者福祉施設瀬音さく...,3
社会福祉法人愛知玉葉会,6
社会福祉法人愛知玉葉会 養護老人ホーム尾張荘,4
社会福祉法人愛知県厚生事業団,7
社会福祉法人愛知県厚生事業団　特別養護老人ホーム愛厚ホーム一宮苑,2
社会福祉法人愛知育児院,8
社会福祉法人愛知育児院みなみやま,2
社会福祉法人愛美会,23
社会福祉法人愛育会,10
社会福祉法人愛育会セピアの園,3
社会福祉法人愛育福祉会,3
社会福祉法人愛育福祉会グループホームめばえ,4
社会福祉法人愛親福祉会,21
社会福祉法人愛誠会,53
社会福祉法人愛誠会 天城の杜,4
社会福祉法人愛誠会特別養護老人ホームつるのはら,3
社会福祉法人愛誠会特別養護老人ホームみさとガーデン,2
社会福祉法人愛誠会特別養護老人ホーム上熊本苑,11
社会福祉法人愛誠会通所介護事業所つるのはら,2
社会福祉法人愛護会,3
社会福祉法人愛郷会,10
社会福祉法人愛里巣福祉会,2
社会福祉法人愛隣会,20
社会福祉法人愛隣会 特別養護老人ホーム旭水荘,6
社会福祉法人愛隣園,10
社会福祉法人感謝の心,27
社会福祉法人慈久福祉会,19
社会福祉法人慈仁会,24
社会福祉法人慈仁会特別養護老人ホーム星風苑,4
社会福祉法人慈傳会,20
社会福祉法人慈光会,36
社会福祉法人慈光会　,6
社会福祉法人慈光会介護老人保健施設ケアポート益城...,2
社会福祉法人慈光会／高齢者福祉施設味酒野ていれ...,2
社会福祉法人慈光園,20
社会福祉法人慈光園特別養護老人ホーム慈光園,4
社会福祉法人慈光学園,12
社会福祉法人慈光福祉会,9
社会福祉法人慈光福祉会　やまびこ苑,3
社会福祉法人慈協会,3
社会福祉法人慈協会　サニーヒル,11
社会福祉法人慈協会　特別養護老人ホ-ムサニ-ヒル,3
社会福祉法人慈孝会,16
社会福祉法人慈安会はちまんぎ保育園,2
社会福祉法人慈山会,9
社会福祉法人慈幸会,7
社会福祉法人慈徳会,23
社会福祉法人慈徳会さくら園,7
社会福祉法人慈徳会介護老人保健施設菖蒲園,4
社会福祉法人慈徳会松寿園,3
社会福祉法人慈徳会老人保健施設さくらんぼ,5
社会福祉法人慈心会,22
社会福祉法人慈心会 特別養護老人ホームひかり苑,5
社会福祉法人慈心会地域密着型介護老人福祉施設第二ひかり苑泉の里,3
社会福祉法人慈心会特別養護老人ホーム 緑苑,6
社会福祉法人慈恵会,36
社会福祉法人慈恵会 特別養護老人ホームさわやかナーシング川辺,2
社会福祉法人慈恵園福祉会,9
社会福祉法人慈恵園福祉会介護老人保健施設ふじ...,2
社会福祉法人慈悲庵,26
社会福祉法人慈悲庵特別養護老人ホーム湖西白萩,11
社会福祉法人慈惠会,19
社会福祉法人慈惠会 特別養護老人ホームあづきもち,2
社会福祉法人慈愛会,49
社会福祉法人慈攝会,7
社会福祉法人慈攝会 特別養護老人ホーム 眞盛苑,2
社会福祉法人慈敬会,24
社会福祉法人慈敬会 特別養護老人ホームおばなざわ,7
社会福祉法人慈敬会特別養護老人ホームおばなざわ,2
社会福祉法人慈楽福祉会,13
社会福祉法人慈正会,2
社会福祉法人慈正会特別養護老人ホーム虹の里,3
社会福祉法人慈正会虹の里,2
社会福祉法人慈母会,2
社会福祉法人慈永会,11
社会福祉法人慈照会,44
社会福祉法人慈生会,16
社会福祉法人慈生会介護老人福祉施設水仙園,9
社会福祉法人慈生会特別養護老人ホーム神於山園,4
社会福祉法人慈童会,9
社会福祉法人慈童会　くすのき園,2
社会福祉法人慈童会くすのき園通所介護事業所,7
社会福祉法人慈童会特別養護老人ホームくすのき園,2
社会福祉法人慈育会,2
社会福祉法人慈誠会,2
社会福祉法人慈豊会,10
社会福祉法人慈豊会 山翠苑,3
社会福祉法人慈陽会,15
社会福祉法人慈雄会,15
社会福祉法人慈雲福祉会,7
社会福祉法人慈風会,29
社会福祉法人慈風会特別養護老人ホームかもいけ,7
社会福祉法人慈風会特別養護老人ホームなごみの里,2
社会福祉法人慶優会,3
社会福祉法人慶千会,9
社会福祉法人慶友はるかぜ福祉会,3
社会福祉法人慶友会,15
社会福祉法人慶友会特別養護老人ホーム仁慈苑,13
社会福祉法人慶和会,16
社会福祉法人慶宗会,16
社会福祉法人慶宗会千年希望の杜佐倉,5
社会福祉法人慶寿会,9
社会福祉法人慶康会,10
社会福祉法人慶康会 特別養護老人ホームキートス山名,2
社会福祉法人慶康会特別養護老人ホームキートス...,7
社会福祉法人慶徳会,2
社会福祉法人慶徳会 特別養護老人ホーム常清の里,2
社会福祉法人慶愛会,13
社会福祉法人慶成会,17
社会福祉法人慶明会,2
社会福祉法人慶明会 特別養護老人ホーム花園ホーム,3
社会福祉法人慶昭会,4
社会福祉法人慶桜会,8
社会福祉法人慶生会,64
社会福祉法人慶生会 クレール藤デイサービスセンター,2
社会福祉法人慶生会 特別養護老人ホームふたな荘,3
社会福祉法人慶生会 特別養護老人ホームクレール高瀬,2
社会福祉法人慶生会　介護型・住宅型有料老人ホームファイン舎利寺,2
社会福祉法人慶生会介護型・住宅型有料老人ホームファイン舎利寺,3
社会福祉法人慶睦会,17
社会福祉法人慶睦会ショートステイ千手の華,3
社会福祉法人慶秀会,25
社会福祉法人慶秀会ファミールほのか,4
社会福祉法人慶美会,27
社会福祉法人慶美会　特別養護老人ナーシングホーム市川,3
社会福祉法人慶美会特別養護老人ホーム市川ヒルズ,2
社会福祉法人慶育会,11
社会福祉法人慶育会生活介護つどい,2
社会福祉法人慶長会,6
社会福祉法人慶陽,8
社会福祉法人憩,16
社会福祉法人憩特別養護老人ホームいこい,4
社会福祉法人憲寿会,6
社会福祉法人憲寿会介護老人保健施設千秋苑,3
社会福祉法人憲幸会,15
社会福祉法人憲心会,4
社会福祉法人憲甚会,2
社会福祉法人憲章会,4
社会福祉法人成仁会,26
社会福祉法人成仁会特別養護老人ホーム成仁ハウス百年の里,3
社会福祉法人成光会,2
社会福祉法人成光会広域型特別養護老人ホーム菜の花,3
社会福祉法人成光会特別養護老人ホーム菜の花,8
社会福祉法人成光苑,14
社会福祉法人成光苑　ライフ・ステージ舞夢,3
社会福祉法人成光苑吹田竜ヶ池ホーム,3
社会福祉法人成和会,9
社会福祉法人成城会,13
社会福祉法人成寿会,20
社会福祉法人成寿会 介護付有料老人ホーム 高屋の大地,2
社会福祉法人成寿会 老人保健施設成寿園ユニット,2
社会福祉法人成寿会介護老人保健施設成寿苑,12
社会福祉法人成山園ケアハウスせきれい,2
社会福祉法人成晃会,32
社会福祉法人成晃会老健ひかり,3
社会福祉法人成未会,2
社会福祉法人成祥福祉会,10
社会福祉法人成祥福祉会 特別養護老人ホームゆうあい,3
社会福祉法人成祥福祉会 高齢者福祉施設 岩崎あいの郷,2
社会福祉法人成蹊会,21
社会福祉法人成蹊会みの輝きの杜デイサービスセンター,2
社会福祉法人成蹊会介護老人保健施設東山ハイツ,5
社会福祉法人成蹊会特別養護老人ホームみの輝きの杜,3
社会福祉法人戸井福祉会,6
社会福祉法人戸出福祉会,15
社会福祉法人戸出福祉会だいご清水館,4
社会福祉法人戸川会,13
社会福祉法人戸河内松信会,6
社会福祉法人戸河内松信会 特別養護老人ホーム戸河内松信園,5
社会福祉法人戸田市社会福祉事業団,3
社会福祉法人房香会,2
社会福祉法人手取会 特別養護老人ホーム大門園,5
社会福祉法人手稲ロータス会,25
社会福祉法人扶早会,4
社会福祉法人扶老会,8
社会福祉法人扶老会特別養護老人ホーム楠園,2
社会福祉法人扶躬会,16
社会福祉法人扶躬会特別養護老人ホームぬさまい,9
社会福祉法人拓心会よりあい処わらび,7
社会福祉法人掛川社会福祉事業会,17
社会福祉法人援助会,3
社会福祉法人摂津宥和会,4
社会福祉法人播陽灘,9
社会福祉法人政典会,13
社会福祉法人救世軍社会福祉法人事業団,2
社会福祉法人教友会,3
社会福祉法人敬世会,2
社会福祉法人敬世会　介護老人保健施設城山苑,2
社会福祉法人敬世会特別養護老人ホームきやま,8
社会福祉法人敬人会,5
社会福祉法人敬人会グループホームきらら,2
社会福祉法人敬仁会,70
社会福祉法人敬仁会 特別養護老人ホーム渓山荘,3
社会福祉法人敬仁会　特別養護老人ホーム　鶴ヶ丘苑,2
社会福祉法人敬仁会小規模多機能型居宅介護あゆみ,2
社会福祉法人敬仁会渓山荘匠,4
社会福祉法人敬仁会特別養護老人ホーム白亜館,5
社会福祉法人敬仁会第2渓山荘ぽっぽ,2
社会福祉法人敬信福祉会,8
社会福祉法人敬信福祉会グループホームあいの里す...,4
社会福祉法人敬友会,29
社会福祉法人敬友会 グループホーム東倉敷,2
社会福祉法人敬友会 デイサービスセンターこうら荘,2
社会福祉法人敬和会,20
社会福祉法人敬和会グループホーム元気,2
社会福祉法人敬天会,12
社会福祉法人敬寿会,57
社会福祉法人敬寿会 特別養護老人ホーム仙台敬寿園,2
社会福祉法人敬寿会介護付有料老人ホームアルカディア仙台敬寿園,2
社会福祉法人敬寿会沼木敬寿園,11
社会福祉法人敬寿会特別養護老人ホーム仙台敬寿園,2
社会福祉法人敬寿会特別養護老人ホーム横浜敬寿園,5
社会福祉法人敬寿会特別養護老人ホーム沼木敬寿園,2
社会福祉法人敬寿記念,2
社会福祉法人敬寿記念会 特別養護老人ホーム ふれあいの郷「もくせい」介護職正社員,5
社会福祉法人敬尚会,5
社会福祉法人敬山会,2
社会福祉法人敬峰会,29
社会福祉法人敬峰会憩いの家ファボール,12
社会福祉法人敬峰会特別養護老人ホーム伊賀の街,10
社会福祉法人敬峰会特別養護老人ホーム津の街,9
社会福祉法人敬心会,25
社会福祉法人敬心福祉会,5
社会福祉法人敬愛,14
社会福祉法人敬愛互助会,2
社会福祉法人敬愛会,108
社会福祉法人敬愛会 ハートかしわ,4
社会福祉法人敬愛会ハートかしわ,3
社会福祉法人敬愛会特別養護老人ホームこしき園,5
社会福祉法人敬愛会特別養護老人ホームシクラメン,4
社会福祉法人敬愛会特別養護老人ホームシルバーケア三瀬,3
社会福祉法人敬愛会特別養護老人ホーム慈宗院,4
社会福祉法人敬愛会特別養護老人ホーム敬愛荘,8
社会福祉法人敬愛会長谷山荘,7
社会福祉法人敬愛園,2
社会福祉法人敬愛福祉会,17
社会福祉法人敬愛福祉会 地域密着型特別養護老人ホームよしだアスカの里,4
社会福祉法人敬生会,7
社会福祉法人敬生会 三輪の里,5
社会福祉法人敬生会　三輪の里デイサービスセンター,2
社会福祉法人敬真福祉会,5
社会福祉法人敬羨会,12
社会福祉法人敬老会,6
社会福祉法人敬老園,16
社会福祉法人敬老福祉会,9
社会福祉法人敬聖会,6
社会福祉法人敬聖会特別養護老人ホーム桔梗みのりの里,9
社会福祉法人敬英福祉会,14
社会福祉法人敬親会,8
社会福祉法人敬親会　特別養護老人ホーム城南の杜,5
社会福祉法人敬親会特別養護老人ホームさわやか園,2
社会福祉法人敬誠会,7
社会福祉法人敬長福祉会,2
社会福祉法人敬長福祉会 岩沼市デイサービスセンターたけくま,2
社会福祉法人敬養会,7
社会福祉法人敬養会　香楠荘,2
社会福祉法人文珠福祉会,11
社会福祉法人文珠福祉会特別養護老人ホーム文珠苑,8
社会福祉法人斉慎会,8
社会福祉法人斉慎会 特別養護老人ホーム西貝の郷,7
社会福祉法人斉慎会特別養護老人ホーム西之島の郷,6
社会福祉法人斎宮会,21
